routine_id,recommendation_rule_id,skin_type,acne_level_0_5,dryness_level_0_5,oiliness_level_0_5,sensitivity_level_0_5,recommended_cleanser,recommended_moisturizer,recommended_serum,recommended_spf,recommended_treatment,source_datasets,am_routine,pm_routine
RTN0000001,REC0000001,combination,0,0,0,0,ultra gentle cleanser,rich cream moisturizer,vitamin c serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: rich cream moisturizer
RTN0000958,REC0000958,normal,2,2,0,4,milk cleanser,rich cream moisturizer,peptide serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: peptide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50,1) Cleanser: milk cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: rich cream moisturizer
RTN0000959,REC0000959,normal,2,2,1,0,hydrating cleanser,light lotion moisturizer,peptide serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: peptide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf30,1) Cleanser: hydrating cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: light lotion moisturizer
RTN0000960,REC0000960,normal,2,2,1,2,milk cleanser,light lotion moisturizer,niacinamide serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50,1) Cleanser: milk cleanser | 2) Treatment: barrier repair | 3) Moisturizer: light lotion moisturizer
RTN0000961,REC0000961,normal,2,2,1,5,ultra gentle cleanser,ceramide moisturizer,retinol serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: retinol serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: mineral spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: ceramide moisturizer
RTN0000962,REC0000962,normal,2,2,3,0,hydrating cleanser,rich cream moisturizer,peptide serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: peptide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50 matte,1) Cleanser: hydrating cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: rich cream moisturizer
RTN0000963,REC0000963,normal,2,2,3,1,hydrating cleanser,rich cream moisturizer,centella serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: centella serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: hydrating cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: rich cream moisturizer
RTN0000964,REC0000964,normal,2,2,3,3,milk cleanser,light lotion moisturizer,hyaluronic acid serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: mineral spf50,1) Cleanser: milk cleanser | 2) Treatment: calming treatment | 3) Moisturizer: light lotion moisturizer
RTN0000965,REC0000965,normal,2,2,5,3,ultra gentle cleanser,ceramide moisturizer,retinol serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: retinol serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: ultra gentle cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: ceramide moisturizer
RTN0000966,REC0000966,normal,2,2,5,5,salicylic acid cleanser,soothing moisturizer,retinol serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: retinol serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: salicylic acid cleanser | 2) Treatment: barrier repair | 3) Moisturizer: soothing moisturizer
RTN0000967,REC0000967,normal,2,3,0,1,gentle foam cleanser,ceramide moisturizer,vitamin c serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: ceramide moisturizer
RTN0000968,REC0000968,normal,2,3,0,3,hydrating cleanser,oil free gel moisturizer,niacinamide serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf30,1) Cleanser: hydrating cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: oil free gel moisturizer
RTN0000969,REC0000969,normal,2,3,0,5,gentle foam cleanser,soothing moisturizer,hyaluronic acid serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: gentle foam cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: soothing moisturizer
RTN0000970,REC0000970,normal,2,3,1,0,ultra gentle cleanser,soothing moisturizer,hyaluronic acid serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: soothing moisturizer
RTN0000971,REC0000971,normal,2,3,1,3,gentle foam cleanser,oil free gel moisturizer,peptide serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: calming treatment | 3) Moisturizer: oil free gel moisturizer
RTN0000972,REC0000972,normal,2,3,1,4,salicylic acid cleanser,rich cream moisturizer,vitamin c serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: rich cream moisturizer
RTN0000973,REC0000973,normal,2,3,2,1,hydrating cleanser,ceramide moisturizer,niacinamide serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: hydrating cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: ceramide moisturizer
RTN0000974,REC0000974,normal,2,3,4,5,milk cleanser,soothing moisturizer,hyaluronic acid serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: milk cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0000975,REC0000975,normal,2,4,0,3,salicylic acid cleanser,rich cream moisturizer,niacinamide serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: barrier repair | 3) Moisturizer: rich cream moisturizer
RTN0000976,REC0000976,normal,2,4,1,1,acne control cleanser,ceramide moisturizer,niacinamide serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: acne control cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: ceramide moisturizer
RTN0000977,REC0000977,normal,2,4,1,2,gentle foam cleanser,oil free gel moisturizer,peptide serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: oil free gel moisturizer
RTN0000978,REC0000978,normal,2,4,1,4,hydrating cleanser,light lotion moisturizer,vitamin c serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50 matte,1) Cleanser: hydrating cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: light lotion moisturizer
RTN0000979,REC0000979,normal,2,4,1,4,milk cleanser,ceramide moisturizer,retinol serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: retinol serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50 matte,1) Cleanser: milk cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: ceramide moisturizer
RTN0000980,REC0000980,normal,2,4,2,0,acne control cleanser,light lotion moisturizer,retinol serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: retinol serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50 matte,1) Cleanser: acne control cleanser | 2) Treatment: barrier repair | 3) Moisturizer: light lotion moisturizer
RTN0000981,REC0000981,normal,2,4,2,5,hydrating cleanser,ceramide moisturizer,centella serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: centella serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: hydrating cleanser | 2) Treatment: barrier repair | 3) Moisturizer: ceramide moisturizer
RTN0000982,REC0000982,normal,2,4,4,3,milk cleanser,oil free gel moisturizer,peptide serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: milk cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: oil free gel moisturizer
RTN0000983,REC0000983,normal,2,4,5,0,acne control cleanser,ceramide moisturizer,peptide serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: peptide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: acne control cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: ceramide moisturizer
RTN0000984,REC0000984,normal,2,4,5,0,milk cleanser,light lotion moisturizer,hyaluronic acid serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50 matte,1) Cleanser: milk cleanser | 2) Treatment: calming treatment | 3) Moisturizer: light lotion moisturizer
RTN0000985,REC0000985,normal,2,4,5,0,salicylic acid cleanser,rich cream moisturizer,retinol serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: retinol serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50 matte,1) Cleanser: salicylic acid cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: rich cream moisturizer
RTN0000986,REC0000986,normal,2,4,5,4,milk cleanser,light lotion moisturizer,vitamin c serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf30,1) Cleanser: milk cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: light lotion moisturizer
RTN0000987,REC0000987,normal,2,4,5,4,milk cleanser,soothing moisturizer,retinol serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: retinol serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: milk cleanser | 2) Treatment: barrier repair | 3) Moisturizer: soothing moisturizer
RTN0000988,REC0000988,normal,2,5,0,0,hydrating cleanser,oil free gel moisturizer,peptide serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: hydrating cleanser | 2) Treatment: barrier repair | 3) Moisturizer: oil free gel moisturizer
RTN0000989,REC0000989,normal,2,5,0,1,ultra gentle cleanser,soothing moisturizer,vitamin c serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0000990,REC0000990,normal,2,5,1,3,milk cleanser,soothing moisturizer,peptide serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: peptide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: milk cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: soothing moisturizer
RTN0000991,REC0000991,normal,2,5,2,0,ultra gentle cleanser,oil free gel moisturizer,centella serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: centella serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf30,1) Cleanser: ultra gentle cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: oil free gel moisturizer
RTN0000992,REC0000992,normal,2,5,2,1,milk cleanser,soothing moisturizer,retinol serum,spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: retinol serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: milk cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: soothing moisturizer
RTN0000993,REC0000993,normal,2,5,3,0,hydrating cleanser,rich cream moisturizer,centella serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: centella serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50,1) Cleanser: hydrating cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: rich cream moisturizer
RTN0000994,REC0000994,normal,2,5,3,5,milk cleanser,rich cream moisturizer,vitamin c serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf30,1) Cleanser: milk cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: rich cream moisturizer
RTN0000995,REC0000995,normal,2,5,4,1,ultra gentle cleanser,soothing moisturizer,hyaluronic acid serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: ultra gentle cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: soothing moisturizer
RTN0000996,REC0000996,normal,2,5,5,1,milk cleanser,oil free gel moisturizer,peptide serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50,1) Cleanser: milk cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: oil free gel moisturizer
RTN0000997,REC0000997,normal,2,5,5,2,ultra gentle cleanser,light lotion moisturizer,niacinamide serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: light lotion moisturizer
RTN0000998,REC0000998,normal,2,5,5,4,gentle foam cleanser,oil free gel moisturizer,centella serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: centella serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: oil free gel moisturizer
RTN0000999,REC0000999,normal,3,0,0,1,gentle foam cleanser,ceramide moisturizer,centella serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: centella serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: gentle foam cleanser | 2) Treatment: calming treatment | 3) Moisturizer: ceramide moisturizer
RTN0001000,REC0001000,normal,3,0,0,1,milk cleanser,soothing moisturizer,vitamin c serum,spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: milk cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: soothing moisturizer
RTN0001001,REC0001001,normal,3,0,0,3,gentle foam cleanser,ceramide moisturizer,hyaluronic acid serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50 matte,1) Cleanser: gentle foam cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: ceramide moisturizer
RTN0001002,REC0001002,normal,3,0,0,5,hydrating cleanser,soothing moisturizer,niacinamide serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: hydrating cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: soothing moisturizer
RTN0001003,REC0001003,normal,3,0,1,1,hydrating cleanser,light lotion moisturizer,retinol serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: retinol serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50 matte,1) Cleanser: hydrating cleanser | 2) Treatment: calming treatment | 3) Moisturizer: light lotion moisturizer
RTN0001004,REC0001004,normal,3,0,1,4,gentle foam cleanser,light lotion moisturizer,centella serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: centella serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf30,1) Cleanser: gentle foam cleanser | 2) Treatment: calming treatment | 3) Moisturizer: light lotion moisturizer
RTN0001005,REC0001005,normal,3,0,3,0,gentle foam cleanser,soothing moisturizer,vitamin c serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: gentle foam cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0001006,REC0001006,normal,3,0,3,1,hydrating cleanser,oil free gel moisturizer,vitamin c serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf30,1) Cleanser: hydrating cleanser | 2) Treatment: barrier repair | 3) Moisturizer: oil free gel moisturizer
RTN0001007,REC0001007,normal,3,0,3,5,milk cleanser,soothing moisturizer,centella serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: centella serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: milk cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: soothing moisturizer
RTN0001008,REC0001008,normal,3,0,4,0,milk cleanser,light lotion moisturizer,hyaluronic acid serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50 matte,1) Cleanser: milk cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: light lotion moisturizer
RTN0001009,REC0001009,normal,3,0,4,5,acne control cleanser,oil free gel moisturizer,hyaluronic acid serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf30,1) Cleanser: acne control cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: oil free gel moisturizer
RTN0001010,REC0001010,normal,3,0,5,0,salicylic acid cleanser,oil free gel moisturizer,peptide serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: salicylic acid cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: oil free gel moisturizer
RTN0001011,REC0001011,normal,3,0,5,4,acne control cleanser,rich cream moisturizer,niacinamide serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50,1) Cleanser: acne control cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: rich cream moisturizer
RTN0001012,REC0001012,normal,3,0,5,5,gentle foam cleanser,oil free gel moisturizer,peptide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: oil free gel moisturizer
RTN0001013,REC0001013,normal,3,1,0,1,salicylic acid cleanser,rich cream moisturizer,niacinamide serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: rich cream moisturizer
RTN0001014,REC0001014,normal,3,1,0,1,salicylic acid cleanser,soothing moisturizer,peptide serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: peptide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0001015,REC0001015,normal,3,1,0,2,acne control cleanser,rich cream moisturizer,hyaluronic acid serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50,1) Cleanser: acne control cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: rich cream moisturizer
RTN0001016,REC0001016,normal,3,1,0,2,hydrating cleanser,light lotion moisturizer,peptide serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: peptide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50,1) Cleanser: hydrating cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: light lotion moisturizer
RTN0001017,REC0001017,normal,3,1,0,4,gentle foam cleanser,oil free gel moisturizer,niacinamide serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf30,1) Cleanser: gentle foam cleanser | 2) Treatment: calming treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001018,REC0001018,normal,3,1,1,3,salicylic acid cleanser,oil free gel moisturizer,peptide serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: calming treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001019,REC0001019,normal,3,1,1,3,ultra gentle cleanser,soothing moisturizer,centella serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: centella serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: soothing moisturizer
RTN0001020,REC0001020,normal,3,1,2,2,hydrating cleanser,light lotion moisturizer,niacinamide serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: mineral spf50,1) Cleanser: hydrating cleanser | 2) Treatment: barrier repair | 3) Moisturizer: light lotion moisturizer
